77,Original Frankfurter grne Soe,12,2,12 boxes,13.0000,32,0,15,false,Plutzer Lebensmittelgromrkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,"",60439,Germany,(069) 992755,"",Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@2326ce45
3,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0000,13,70,25,false,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,"",EC1 4SD,UK,(171) 555-2222,"","",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@2a7d7e3b
15,Genen Shouyu,6,2,24 - 250 ml bottles,15.5000,39,0,5,false,Mayumi's,Mayumi Ohno,Marketing Representative,"92 Setsuko
Chuo-ku",Osaka,"",545,Japan,(06) 431-7877,"",Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@27b6a7ab
6,Grandma's Boysenberry Spread,3,2,12 - 8 oz jars,25.0000,120,0,25,false,Grandma Kelly's Homestead,Regina Murphy,Sales Representative,707 Oxford Rd.,Ann Arbor,MI,48104,USA,(313) 555-5735,(313) 555-3349,"",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@62db3e30
8,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0000,6,0,0,false,Grandma Kelly's Homestead,Regina Murphy,Sales Representative,707 Oxford Rd.,Ann Arbor,MI,48104,USA,(313) 555-5735,(313) 555-3349,"",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@779a80c8
44,Gula Malacca,20,2,20 - 2 kg bags,19.4500,27,0,15,false,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,"",0512,Singapore,555-8787,"","",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@3657a4a6
63,Vegie-spread,7,2,15 - 625 g jars,43.9000,24,0,5,false,"Pavlova, Ltd.",Ian Devling,Marketing Manager,"74 Rose St.
Moonie Ponds",Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,"",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@244ed638
61,Sirop d'rable,29,2,24 - 500 ml bottles,28.5000,113,0,25,false,Forts d'rables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Qubec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,"",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@1fdf563f
4,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0000,53,0,0,false,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,"",#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@3ce009cc
5,Chef Anton's Gumbo Mix,2,2,36 boxes,21.3500,0,0,0,true,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,"",#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@3719f862
65,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.0500,76,0,0,false,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,"",#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@653417af
66,Louisiana Hot Spiced Okra,2,2,24 - 8 oz jars,17.0000,4,100,20,false,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,"",#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",[B@bfcb98
