10623,14,23.2500,21,0.0,FRANK,8,1997-08-07T00:00:00.000+08:00,1997-09-04T00:00:00.000+08:00,1997-08-12T00:00:00.000+08:00,97.1800,Frankenversand,Berliner Platz 43,Mnchen,"",80805,Germany,2,United Package,(503) 555-3199
10623,19,9.2000,15,0.0,FRANK,8,1997-08-07T00:00:00.000+08:00,1997-09-04T00:00:00.000+08:00,1997-08-12T00:00:00.000+08:00,97.1800,Frankenversand,Berliner Platz 43,Mnchen,"",80805,Germany,2,United Package,(503) 555-3199
10623,21,10.0000,25,0.0,FRANK,8,1997-08-07T00:00:00.000+08:00,1997-09-04T00:00:00.000+08:00,1997-08-12T00:00:00.000+08:00,97.1800,Frankenversand,Berliner Platz 43,Mnchen,"",80805,Germany,2,United Package,(503) 555-3199
10623,24,4.5000,3,0.0,FRANK,8,1997-08-07T00:00:00.000+08:00,1997-09-04T00:00:00.000+08:00,1997-08-12T00:00:00.000+08:00,97.1800,Frankenversand,Berliner Platz 43,Mnchen,"",80805,Germany,2,United Package,(503) 555-3199
10623,35,18.0000,30,0.0,FRANK,8,1997-08-07T00:00:00.000+08:00,1997-09-04T00:00:00.000+08:00,1997-08-12T00:00:00.000+08:00,97.1800,Frankenversand,Berliner Platz 43,Mnchen,"",80805,Germany,2,United Package,(503) 555-3199
10817,26,31.2300,40,0.0,KOENE,3,1998-01-06T00:00:00.000+08:00,1998-01-20T00:00:00.000+08:00,1998-01-13T00:00:00.000+08:00,306.0700,Kniglich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,2,United Package,(503) 555-3199
10817,38,263.5000,30,0.0,KOENE,3,1998-01-06T00:00:00.000+08:00,1998-01-20T00:00:00.000+08:00,1998-01-13T00:00:00.000+08:00,306.0700,Kniglich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,2,United Package,(503) 555-3199
10817,40,18.4000,60,0.0,KOENE,3,1998-01-06T00:00:00.000+08:00,1998-01-20T00:00:00.000+08:00,1998-01-13T00:00:00.000+08:00,306.0700,Kniglich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,2,United Package,(503) 555-3199
10817,62,49.3000,25,0.0,KOENE,3,1998-01-06T00:00:00.000+08:00,1998-01-20T00:00:00.000+08:00,1998-01-13T00:00:00.000+08:00,306.0700,Kniglich Essen,Maubelstr. 90,Brandenburg,"",14776,Germany,2,United Package,(503) 555-3199
10703,2,19.0000,5,0.0,FOLKO,6,1997-10-14T00:00:00.000+08:00,1997-11-11T00:00:00.000+08:00,1997-10-20T00:00:00.000+08:00,152.3000,Folk och f HB,kergatan 24,Brcke,"",S-844 67,Sweden,2,United Package,(503) 555-3199
10703,59,55.0000,35,0.0,FOLKO,6,1997-10-14T00:00:00.000+08:00,1997-11-11T00:00:00.000+08:00,1997-10-20T00:00:00.000+08:00,152.3000,Folk och f HB,kergatan 24,Brcke,"",S-844 67,Sweden,2,United Package,(503) 555-3199
10703,73,15.0000,35,0.0,FOLKO,6,1997-10-14T00:00:00.000+08:00,1997-11-11T00:00:00.000+08:00,1997-10-20T00:00:00.000+08:00,152.3000,Folk och f HB,kergatan 24,Brcke,"",S-844 67,Sweden,2,United Package,(503) 555-3199
10708,5,21.3500,4,0.0,THEBI,6,1997-10-17T00:00:00.000+08:00,1997-11-28T00:00:00.000+08:00,1997-11-05T00:00:00.000+08:00,2.9600,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,2,United Package,(503) 555-3199
10708,36,19.0000,5,0.0,THEBI,6,1997-10-17T00:00:00.000+08:00,1997-11-28T00:00:00.000+08:00,1997-11-05T00:00:00.000+08:00,2.9600,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,2,United Package,(503) 555-3199
10862,11,21.0000,25,0.0,LEHMS,8,1998-01-30T00:00:00.000+08:00,1998-03-13T00:00:00.000+08:00,1998-02-02T00:00:00.000+08:00,53.2300,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,2,United Package,(503) 555-3199
10862,52,7.0000,8,0.0,LEHMS,8,1998-01-30T00:00:00.000+08:00,1998-03-13T00:00:00.000+08:00,1998-02-02T00:00:00.000+08:00,53.2300,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"",60528,Germany,2,United Package,(503) 555-3199
10768,22,21.0000,4,0.0,AROUT,3,1997-12-08T00:00:00.000+08:00,1998-01-05T00:00:00.000+08:00,1997-12-15T00:00:00.000+08:00,146.3200,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10768,31,12.5000,50,0.0,AROUT,3,1997-12-08T00:00:00.000+08:00,1998-01-05T00:00:00.000+08:00,1997-12-15T00:00:00.000+08:00,146.3200,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10768,60,34.0000,15,0.0,AROUT,3,1997-12-08T00:00:00.000+08:00,1998-01-05T00:00:00.000+08:00,1997-12-15T00:00:00.000+08:00,146.3200,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10768,71,21.5000,12,0.0,AROUT,3,1997-12-08T00:00:00.000+08:00,1998-01-05T00:00:00.000+08:00,1997-12-15T00:00:00.000+08:00,146.3200,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10788,19,9.2000,50,0.0,QUICK,1,1997-12-22T00:00:00.000+08:00,1998-01-19T00:00:00.000+08:00,1998-01-19T00:00:00.000+08:00,42.7000,QUICK-Stop,Taucherstrae 10,Cunewalde,"",1307,Germany,2,United Package,(503) 555-3199
10788,75,7.7500,40,0.0,QUICK,1,1997-12-22T00:00:00.000+08:00,1998-01-19T00:00:00.000+08:00,1998-01-19T00:00:00.000+08:00,42.7000,QUICK-Stop,Taucherstrae 10,Cunewalde,"",1307,Germany,2,United Package,(503) 555-3199
10840,25,14.0000,6,0.0,LINOD,4,1998-01-19T00:00:00.000+08:00,1998-03-02T00:00:00.000+08:00,1998-02-16T00:00:00.000+08:00,2.7100,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,2,United Package,(503) 555-3199
10840,39,18.0000,10,0.0,LINOD,4,1998-01-19T00:00:00.000+08:00,1998-03-02T00:00:00.000+08:00,1998-02-16T00:00:00.000+08:00,2.7100,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,2,United Package,(503) 555-3199
10605,16,17.4500,30,0.0,MEREP,1,1997-07-21T00:00:00.000+08:00,1997-08-18T00:00:00.000+08:00,1997-07-29T00:00:00.000+08:00,379.1300,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,2,United Package,(503) 555-3199
10605,59,55.0000,20,0.0,MEREP,1,1997-07-21T00:00:00.000+08:00,1997-08-18T00:00:00.000+08:00,1997-07-29T00:00:00.000+08:00,379.1300,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,2,United Package,(503) 555-3199
10605,60,34.0000,70,0.0,MEREP,1,1997-07-21T00:00:00.000+08:00,1997-08-18T00:00:00.000+08:00,1997-07-29T00:00:00.000+08:00,379.1300,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,2,United Package,(503) 555-3199
10605,71,21.5000,15,0.0,MEREP,1,1997-07-21T00:00:00.000+08:00,1997-08-18T00:00:00.000+08:00,1997-07-29T00:00:00.000+08:00,379.1300,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,2,United Package,(503) 555-3199
10611,1,18.0000,6,0.0,WOLZA,6,1997-07-25T00:00:00.000+08:00,1997-08-22T00:00:00.000+08:00,1997-08-01T00:00:00.000+08:00,80.6500,Wolski Zajazd,ul. Filtrowa 68,Warszawa,"",01-012,Poland,2,United Package,(503) 555-3199
10611,2,19.0000,10,0.0,WOLZA,6,1997-07-25T00:00:00.000+08:00,1997-08-22T00:00:00.000+08:00,1997-08-01T00:00:00.000+08:00,80.6500,Wolski Zajazd,ul. Filtrowa 68,Warszawa,"",01-012,Poland,2,United Package,(503) 555-3199
10611,60,34.0000,15,0.0,WOLZA,6,1997-07-25T00:00:00.000+08:00,1997-08-22T00:00:00.000+08:00,1997-08-01T00:00:00.000+08:00,80.6500,Wolski Zajazd,ul. Filtrowa 68,Warszawa,"",01-012,Poland,2,United Package,(503) 555-3199
10366,65,16.8000,5,0.0,GALED,8,1996-11-28T00:00:00.000+08:00,1997-01-09T00:00:00.000+08:00,1996-12-30T00:00:00.000+08:00,10.1400,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,"",8022,Spain,2,United Package,(503) 555-3199
10366,77,10.4000,5,0.0,GALED,8,1996-11-28T00:00:00.000+08:00,1997-01-09T00:00:00.000+08:00,1996-12-30T00:00:00.000+08:00,10.1400,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,"",8022,Spain,2,United Package,(503) 555-3199
10530,17,39.0000,40,0.0,PICCO,3,1997-05-08T00:00:00.000+08:00,1997-06-05T00:00:00.000+08:00,1997-05-12T00:00:00.000+08:00,339.2200,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,2,United Package,(503) 555-3199
10530,43,46.0000,25,0.0,PICCO,3,1997-05-08T00:00:00.000+08:00,1997-06-05T00:00:00.000+08:00,1997-05-12T00:00:00.000+08:00,339.2200,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,2,United Package,(503) 555-3199
10530,61,28.5000,20,0.0,PICCO,3,1997-05-08T00:00:00.000+08:00,1997-06-05T00:00:00.000+08:00,1997-05-12T00:00:00.000+08:00,339.2200,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,2,United Package,(503) 555-3199
10530,76,18.0000,50,0.0,PICCO,3,1997-05-08T00:00:00.000+08:00,1997-06-05T00:00:00.000+08:00,1997-05-12T00:00:00.000+08:00,339.2200,Piccolo und mehr,Geislweg 14,Salzburg,"",5020,Austria,2,United Package,(503) 555-3199
10558,47,9.5000,25,0.0,AROUT,1,1997-06-04T00:00:00.000+08:00,1997-07-02T00:00:00.000+08:00,1997-06-10T00:00:00.000+08:00,72.9700,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10558,51,53.0000,20,0.0,AROUT,1,1997-06-04T00:00:00.000+08:00,1997-07-02T00:00:00.000+08:00,1997-06-10T00:00:00.000+08:00,72.9700,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10558,52,7.0000,30,0.0,AROUT,1,1997-06-04T00:00:00.000+08:00,1997-07-02T00:00:00.000+08:00,1997-06-10T00:00:00.000+08:00,72.9700,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10558,53,32.8000,18,0.0,AROUT,1,1997-06-04T00:00:00.000+08:00,1997-07-02T00:00:00.000+08:00,1997-06-10T00:00:00.000+08:00,72.9700,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10558,73,15.0000,3,0.0,AROUT,1,1997-06-04T00:00:00.000+08:00,1997-07-02T00:00:00.000+08:00,1997-06-10T00:00:00.000+08:00,72.9700,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2,United Package,(503) 555-3199
10947,59,55.0000,4,0.0,BSBEV,3,1998-03-13T00:00:00.000+08:00,1998-04-10T00:00:00.000+08:00,1998-03-16T00:00:00.000+08:00,3.2600,B-s Beverages,Fauntleroy Circus,London,"",EC2 5NT,UK,2,United Package,(503) 555-3199
10303,40,14.7000,40,0.0,GODOS,7,1996-09-11T00:00:00.000+08:00,1996-10-09T00:00:00.000+08:00,1996-09-18T00:00:00.000+08:00,107.8300,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,"",41101,Spain,2,United Package,(503) 555-3199
10303,65,16.8000,30,0.0,GODOS,7,1996-09-11T00:00:00.000+08:00,1996-10-09T00:00:00.000+08:00,1996-09-18T00:00:00.000+08:00,107.8300,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,"",41101,Spain,2,United Package,(503) 555-3199
10303,68,10.0000,15,0.0,GODOS,7,1996-09-11T00:00:00.000+08:00,1996-10-09T00:00:00.000+08:00,1996-09-18T00:00:00.000+08:00,107.8300,Godos Cocina Tpica,"C/ Romero, 33",Sevilla,"",41101,Spain,2,United Package,(503) 555-3199
10435,2,15.2000,10,0.0,CONSH,8,1997-02-04T00:00:00.000+08:00,1997-03-18T00:00:00.000+08:00,1997-02-07T00:00:00.000+08:00,9.2100,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,"",WX1 6LT,UK,2,United Package,(503) 555-3199
10435,22,16.8000,12,0.0,CONSH,8,1997-02-04T00:00:00.000+08:00,1997-03-18T00:00:00.000+08:00,1997-02-07T00:00:00.000+08:00,9.2100,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,"",WX1 6LT,UK,2,United Package,(503) 555-3199
10435,72,27.8000,10,0.0,CONSH,8,1997-02-04T00:00:00.000+08:00,1997-03-18T00:00:00.000+08:00,1997-02-07T00:00:00.000+08:00,9.2100,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,"",WX1 6LT,UK,2,United Package,(503) 555-3199
10912,11,21.0000,40,0.0,HUNGO,2,1998-02-26T00:00:00.000+08:00,1998-03-26T00:00:00.000+08:00,1998-03-18T00:00:00.000+08:00,580.9100,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,2,United Package,(503) 555-3199
10912,29,123.7900,60,0.0,HUNGO,2,1998-02-26T00:00:00.000+08:00,1998-03-26T00:00:00.000+08:00,1998-03-18T00:00:00.000+08:00,580.9100,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,"",Ireland,2,United Package,(503) 555-3199
10898,13,6.0000,5,0.0,OCEAN,4,1998-02-20T00:00:00.000+08:00,1998-03-20T00:00:00.000+08:00,1998-03-06T00:00:00.000+08:00,1.2700,Ocano Atlntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,"",1010,Argentina,2,United Package,(503) 555-3199
11059,13,6.0000,30,0.0,RICAR,2,1998-04-29T00:00:00.000+08:00,1998-06-10T00:00:00.000+08:00,"",85.8000,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2,United Package,(503) 555-3199
11059,17,39.0000,12,0.0,RICAR,2,1998-04-29T00:00:00.000+08:00,1998-06-10T00:00:00.000+08:00,"",85.8000,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2,United Package,(503) 555-3199
11059,60,34.0000,35,0.0,RICAR,2,1998-04-29T00:00:00.000+08:00,1998-06-10T00:00:00.000+08:00,"",85.8000,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2,United Package,(503) 555-3199
10334,52,5.6000,8,0.0,VICTE,8,1996-10-21T00:00:00.000+08:00,1996-11-18T00:00:00.000+08:00,1996-10-28T00:00:00.000+08:00,8.5600,Victuailles en stock,"2, rue du Commerce",Lyon,"",69004,France,2,United Package,(503) 555-3199
10334,68,10.0000,10,0.0,VICTE,8,1996-10-21T00:00:00.000+08:00,1996-11-18T00:00:00.000+08:00,1996-10-28T00:00:00.000+08:00,8.5600,Victuailles en stock,"2, rue du Commerce",Lyon,"",69004,France,2,United Package,(503) 555-3199
10626,53,32.8000,12,0.0,BERGS,1,1997-08-11T00:00:00.000+08:00,1997-09-08T00:00:00.000+08:00,1997-08-20T00:00:00.000+08:00,138.6900,Berglunds snabbkp,Berguvsvgen 8,Lule,"",S-958 22,Sweden,2,United Package,(503) 555-3199
10626,60,34.0000,20,0.0,BERGS,1,1997-08-11T00:00:00.000+08:00,1997-09-08T00:00:00.000+08:00,1997-08-20T00:00:00.000+08:00,138.6900,Berglunds snabbkp,Berguvsvgen 8,Lule,"",S-958 22,Sweden,2,United Package,(503) 555-3199
10626,71,21.5000,20,0.0,BERGS,1,1997-08-11T00:00:00.000+08:00,1997-09-08T00:00:00.000+08:00,1997-08-20T00:00:00.000+08:00,138.6900,Berglunds snabbkp,Berguvsvgen 8,Lule,"",S-958 22,Sweden,2,United Package,(503) 555-3199
10272,20,64.8000,6,0.0,RATTC,6,1996-08-02T00:00:00.000+08:00,1996-08-30T00:00:00.000+08:00,1996-08-06T00:00:00.000+08:00,98.0300,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2,United Package,(503) 555-3199
10272,31,10.0000,40,0.0,RATTC,6,1996-08-02T00:00:00.000+08:00,1996-08-30T00:00:00.000+08:00,1996-08-06T00:00:00.000+08:00,98.0300,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2,United Package,(503) 555-3199
10272,72,27.8000,24,0.0,RATTC,6,1996-08-02T00:00:00.000+08:00,1996-08-30T00:00:00.000+08:00,1996-08-06T00:00:00.000+08:00,98.0300,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2,United Package,(503) 555-3199
11072,2,19.0000,8,0.0,ERNSH,4,1998-05-05T00:00:00.000+08:00,1998-06-02T00:00:00.000+08:00,"",258.6400,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,2,United Package,(503) 555-3199
11072,41,9.6500,40,0.0,ERNSH,4,1998-05-05T00:00:00.000+08:00,1998-06-02T00:00:00.000+08:00,"",258.6400,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,2,United Package,(503) 555-3199
11072,50,16.2500,22,0.0,ERNSH,4,1998-05-05T00:00:00.000+08:00,1998-06-02T00:00:00.000+08:00,"",258.6400,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,2,United Package,(503) 555-3199
11072,64,33.2500,130,0.0,ERNSH,4,1998-05-05T00:00:00.000+08:00,1998-06-02T00:00:00.000+08:00,"",258.6400,Ernst Handel,Kirchgasse 6,Graz,"",8010,Austria,2,United Package,(503) 555-3199
10254,24,3.6000,15,0.0,CHOPS,5,1996-07-11T00:00:00.000+08:00,1996-08-08T00:00:00.000+08:00,1996-07-23T00:00:00.000+08:00,22.9800,Chop-suey Chinese,Hauptstr. 31,Bern,"",3012,Switzerland,2,United Package,(503) 555-3199
10254,55,19.2000,21,0.0,CHOPS,5,1996-07-11T00:00:00.000+08:00,1996-08-08T00:00:00.000+08:00,1996-07-23T00:00:00.000+08:00,22.9800,Chop-suey Chinese,Hauptstr. 31,Bern,"",3012,Switzerland,2,United Package,(503) 555-3199
10254,74,8.0000,21,0.0,CHOPS,5,1996-07-11T00:00:00.000+08:00,1996-08-08T00:00:00.000+08:00,1996-07-23T00:00:00.000+08:00,22.9800,Chop-suey Chinese,Hauptstr. 31,Bern,"",3012,Switzerland,2,United Package,(503) 555-3199
10295,56,30.4000,4,0.0,VINET,2,1996-09-02T00:00:00.000+08:00,1996-09-30T00:00:00.000+08:00,1996-09-10T00:00:00.000+08:00,1.1500,Vins et alcools Chevalier,59 rue de l-Abbaye,Reims,"",51100,France,2,United Package,(503) 555-3199
10345,8,32.0000,70,0.0,QUICK,2,1996-11-04T00:00:00.000+08:00,1996-12-02T00:00:00.000+08:00,1996-11-11T00:00:00.000+08:00,249.0600,QUICK-Stop,Taucherstrae 10,Cunewalde,"",1307,Germany,2,United Package,(503) 555-3199
